area_name,year,group_name,sub_group_name,persons_acquitted,persons_against_whom_cases_compounded_or_withdrawn,persons_arrested,persons_chargesheeted,persons_convicted,persons_in_custody_or_on_bail_during_investigation_at_year_beginning,persons_in_custody_or_on_bail_during_investigation_at_year_end,persons_in_custody_or_on_bail_during_trial_at_year_end,persons_released_or_freed_by_police_or_magistrate_before_trial_for_want_of_evidence_or_any_other_reason,persons_trial_completed,persons_under_trial_at_year_beginning,total_persons_under_trial
Chhattisgarh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,1,8,0,0,8
Goa,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,0,0,0,97,0,1,98
Haryana,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,1,0,0,0,0,2,2
Jammu & Kashmir,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,8,8,0,0,0,0
Karnataka,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Kerala,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,53,0,31,46,28,24,8,153,1,81,188
Lakshadweep,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,6,0,0,0,0,6,6
Maharashtra,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,4,0,1,3,0,2,0,432,0,4,433
Manipur,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Punjab,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,0,0,0,8,0,1,9
Rajasthan,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,13,1,125,126,38,1,0,465,0,51,391
Sikkim,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,17,0,27,31,11,11,7,61,0,28,58
Tripura,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,1,0,0,0,0,1,1
Uttarakhand,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2007,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,20,11,6,6,13,30,2,6,25
Andaman & Nicobar Islands,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,123,0,937,953,885,19,3,144,0,1008,199
Arunachal Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Bihar,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,53,0,0,53
Chandigarh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,1,0,0,1
Chhattisgarh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,1,8,0,0,8
Goa,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,0,0,0,96,0,1,97
Haryana,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,8,8,0,0,0,0
Karnataka,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Kerala,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,25,1,35,31,10,8,12,148,0,35,153
Lakshadweep,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,0,0,0,0,0,0,0,1,1
Maharashtra,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,12,0,2,1,0,0,1,421,0,12,432
Manipur,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,8,0,0,8
Rajasthan,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,12,0,105,105,50,0,0,508,0,62,465
Sikkim,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,20,0,4,9,17,7,2,33,0,37,61
Tripura,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2008,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,1,0,3,5,0,13,11,34,0,1,30
Andaman & Nicobar Islands,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,52,0,708,708,732,3,3,68,0,784,144
Arunachal Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Bihar,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,53,0,0,53
Chandigarh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,1,0,0,1
Chhattisgarh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,1,1,0,0,0,1,0,0,0
Dadra & Nagar Haveli,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,1,8,0,0,8
Goa,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,3,0,0,93,0,3,96
Haryana,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,2,2,0,0,0,2,0,0,0
Jharkhand,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,8,8,0,0,0,0
Karnataka,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Kerala,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,34,0,30,35,21,12,7,128,0,55,148
Lakshadweep,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,2,2,0,0,0,2,0,0,0
Maharashtra,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,9,0,19,18,0,1,2,430,0,9,421
Manipur,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,8,0,0,8
Rajasthan,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,20,0,116,116,54,0,0,550,0,74,508
Sikkim,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,17,0,1,1,11,2,1,6,1,28,33
Tripura,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2009,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,11,0,0,2,1,11,9,24,0,12,34
Andaman & Nicobar Islands,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,18,0,804,770,746,3,37,74,0,764,68
Arunachal Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Bihar,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,53,0,0,53
Chandigarh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,1,0,0,1
Chhattisgarh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,1,1,1,0,0,1,0,1,1
Dadra & Nagar Haveli,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,1,1,8,0,0,8
Goa,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,93,0,0,93
Haryana,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,2,0,0,2
Jharkhand,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,20,11,0,8,17,11,0,0,0
Karnataka,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,39,0,45,44,7,7,8,126,0,46,128
Lakshadweep,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,1,1,0,0,0,1,0,0,0
Madhya Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,2,0,0,0,0,0,0,0,0,2,2
Maharashtra,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,2,0,2,0,432,0,0,430
Manipur,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Punjab,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,8,0,0,8
Rajasthan,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,11,0,63,63,27,0,0,575,0,38,550
Sikkim,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,18,10,5,1,8,11,1,5,6
Tripura,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,3,0,0,0,0,0,3,0,0
Uttarakhand,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986,6,0,3,5,0,9,6,23,1,6,24
Andaman & Nicobar Islands,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Delhi,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Goa,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Haryana,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Manipur,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Punjab,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,3,0,0,3
Sikkim,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Tripura,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2001,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Goa,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Haryana,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Kerala,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Manipur,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2002,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0
