area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Mizoram,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Nagaland,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,4,13,29520,182320
Odisha,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,8,10,28700,37900
Puducherry,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,19,32,178705,418587
Punjab,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,58,134,1637560,4597380
Rajasthan,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,49,240,543136,2998992
Sikkim,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,6,17,71900,337961
Tamil Nadu,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,780,840,6650367,7398476
Tripura,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Uttar Pradesh,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,7,15,359000,599000
Uttarakhand,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,3,6,40900,58900
West Bengal,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,130,575,2001672,11657168
Andaman & Nicobar Islands,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,19,36,337900,480021
Andhra Pradesh,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,486,782,5013938,18135172
Arunachal Pradesh,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,16,36,580740,1685895
Assam,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,79,179,103975,449522
Bihar,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,24,131,260914,1405838
Chandigarh,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,62,123,1225850,3121850
Chhattisgarh,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,57,225,379192,3478720
Dadra & Nagar Haveli,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,5,24000,281000
Daman & Diu,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,10,244000,406850
Delhi,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,192,802,1499500,12794205
Goa,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,19,59,774871,3612445
Gujarat,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,265,775,6110922,31105761
Haryana,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,443,887,14608596,24733902
Himachal Pradesh,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,47,133,1022522,5689015
Jammu & Kashmir,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,8,50,245249,1463738
Jharkhand,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,46,199,290700,115856462
Karnataka,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,350,1067,6280814,21671176
Kerala,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,138,383,2583041,24865568
Lakshadweep,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Madhya Pradesh,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,671,1792,4184231,11138248
Maharashtra,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,358,1822,5359431,38379934
Manipur,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,42,16970,4313618
Meghalaya,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,6,18,54000,390350
Mizoram,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Nagaland,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,12,10000,156930
Odisha,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,7,12,2265,55757
Puducherry,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,19,25,434000,496500
Punjab,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,84,161,2467387,3739937
Rajasthan,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,66,240,783488,2551308
Sikkim,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,4,25,31000,523500
Tamil Nadu,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,993,1068,8386124,9331408
Tripura,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Uttar Pradesh,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,14,42,173000,510600
Uttarakhand,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,3,7,26000,147500
West Bengal,2005,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,268,939,9402742,30686619
Andaman & Nicobar Islands,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,12,34,62586,520790
Andhra Pradesh,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,845,1344,9788448,27066516
Arunachal Pradesh,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,14,35,885300,1734515
Assam,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,63,223,9809400,14571850
Bihar,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,25,128,284610,1532609
Chandigarh,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,78,192,924200,1582550
Chhattisgarh,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,79,221,943755,3369635
Dadra & Nagar Haveli,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,5,11,156060,522950
Daman & Diu,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,16,12000,642200
Delhi,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,166,588,8114378,92095411
Goa,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,22,80,530444,3005122
Gujarat,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,223,693,4053404,10460217
Haryana,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,699,1399,21310414,57695739
Himachal Pradesh,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,28,144,820105,2735619
Jammu & Kashmir,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,15,30,389960,455835
Jharkhand,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,34,197,321586,1932400
Karnataka,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,366,910,5439794,20856182
Kerala,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,117,300,1610667,8465724
Lakshadweep,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,2,0,6600
Madhya Pradesh,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,821,2107,6489319,16206966
Maharashtra,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,348,1577,4292538,201856451
Manipur,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,10,0,192862
Meghalaya,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,13,49,456000,1308500
Mizoram,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,205,279,1832861,13756467
Nagaland,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,19,40,293010,950289
Odisha,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,8,22,113500,339500
Puducherry,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,26,39,806260,998060
Punjab,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,50,98,804594,2298028
Rajasthan,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,66,218,1119895,2177596
Sikkim,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,4,15,23000,406500
Tamil Nadu,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,958,1027,7946953,9789899
Tripura,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Uttar Pradesh,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,7,13,65000,267000
Uttarakhand,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,4,11,10000,486408
West Bengal,2006,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,205,660,7512026,22854049
Andaman & Nicobar Islands,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,8,25,163000,665000
Andhra Pradesh,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,734,1106,12021655,21218389
Arunachal Pradesh,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,15,53,541600,5453243
Assam,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,35,133,297003,1179430
Bihar,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,21,161,141232,3374332
Chandigarh,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,85,226,1023500,2213400
Chhattisgarh,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,123,319,1288746,4075321
Dadra & Nagar Haveli,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,10,12974260,13161420
Daman & Diu,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,3,81300,267800
Delhi,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,179,797,1780940,18760140
Goa,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,23,83,1455928,6574877
Gujarat,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,287,745,4155699,14401981
Haryana,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,564,1098,10855014,23425538
Himachal Pradesh,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,38,122,1122407,4049914
Jammu & Kashmir,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,20,79,121351,594778
Jharkhand,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,32,224,411483,1933393
Karnataka,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,232,626,6879763,21295741
Kerala,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,223,480,3482822,14657264
Lakshadweep,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,4,0,97200
Madhya Pradesh,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,774,2081,9047641,23629068
Maharashtra,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,418,1637,5893977,59976384
Manipur,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,56,7000,1517088
Meghalaya,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,15,27,181700,1586842
Mizoram,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,66,104,448146,2761286
Nagaland,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,8,38,80200,517315
Odisha,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,40,81,1194900,1440300
Puducherry,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,28,52,327500,787700
Punjab,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,70,134,2296050,4035722
Rajasthan,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,132,429,3365250,8249588
Sikkim,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,8,33,128000,957000
Tamil Nadu,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,999,1085,11196197,14114867
Tripura,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,13,4500,165728
Uttar Pradesh,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,117,354,3466850,7069408
Uttarakhand,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,3,11,14000,157000
West Bengal,2007,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,374,1106,31926805,107515586
Andaman & Nicobar Islands,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,5,17,167000,287595
Andhra Pradesh,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,540,803,6169640,10392534
Arunachal Pradesh,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,27,58,999780,3985100
Assam,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,91,250,829385,1978049
Bihar,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,89,521,721879,6845913
Chandigarh,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,80,227,1708600,3752300
Chhattisgarh,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,113,319,1950522,5247244
Dadra & Nagar Haveli,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,11,16,576749,1776156
Daman & Diu,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,4,87000,164240
Delhi,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,211,848,1042300,14431150
Goa,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,45,135,2008540,8661497
Gujarat,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,370,938,10809539,35879962
Haryana,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,368,944,6477032,17046525
Himachal Pradesh,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,45,140,989488,5854417
Jammu & Kashmir,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,4,12,280000,1248000
Jharkhand,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,42,193,835157,2642192
Karnataka,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,220,704,5943554,23317370
Kerala,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,225,388,3328894,10952437
Lakshadweep,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,1,0,22000
Madhya Pradesh,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,908,2332,16716969,34268729
Maharashtra,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,417,1587,13920208,54741389
Manipur,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,3,75,32000,2963686
Meghalaya,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,12,48,29000,418262
Mizoram,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,63,102,405340,904075
Nagaland,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,7,26,262021,920340
Odisha,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,16,39,178000,568452
Puducherry,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,18,30,282350,503850
Punjab,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,90,175,1811155,6656205
Rajasthan,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,188,604,5239890,9502497
Sikkim,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,16,36,205000,558500
Tamil Nadu,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1227,1408,12197322,13737601
Tripura,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,28,0,307700
Uttar Pradesh,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,42,166,890660,2884360
Uttarakhand,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,7,8,200500,350400
West Bengal,2008,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,367,1175,19683764,123199016
Andaman & Nicobar Islands,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,26,68,728905,850474
Andhra Pradesh,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,601,847,8339466,14756613
Arunachal Pradesh,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,32,69,557450,1423150
Assam,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,35,165,3650475,11278575
Bihar,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,42,292,184763,2097982
Chandigarh,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,85,239,743400,2934500
Chhattisgarh,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,72,242,1326375,6518593
Dadra & Nagar Haveli,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,8,16,102800,676670
Daman & Diu,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,5,0,304600
Delhi,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,268,971,1572200,19517800
Goa,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,28,92,1302173,4874405
Gujarat,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,236,606,7236827,25423139
Haryana,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,272,790,6684452,20938085
Himachal Pradesh,2009,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,49,153,1723687,10220554
