state_ut,crime_head,male_below_18_years,female_below_18_years,male_between_18_30_years,female_between_18_30_years,male_between_30_45_years,female_between_30_45_years,male_between_45_60_years,female_between_45_60_years,male_above_60_years,female_above_60_years,male_total,female_total,grand_total
ARUNACHAL PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",5,2,69,9,105,7,39,2,8,0,226,20,246
CHHATTISGARH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,30,1,45,4,24,4,3,0,102,9,111
HARYANA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,4,0,1,0,0,0,0,0,5,0,5
JAMMU & KASHMIR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,83,2,38,9,26,6,9,0,156,17,173
KARNATAKA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",1,0,182,12,170,14,147,11,7,0,507,37,544
KERALA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,6,0,1,0,0,0,7,0,7
MADHYA PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",1,0,29,5,49,4,20,1,0,0,99,10,109
MANIPUR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",1,0,216,26,282,14,107,1,2,0,608,41,649
PUNJAB,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,2,0,7,1,0,0,0,0,9,1,10
SIKKIM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,1,0,2,0,0,0,0,0,3,0,3
TRIPURA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,56,3,31,2,10,2,0,0,97,7,104
UTTARAKHAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,2,0,0,0,0,0,2,0,2
WEST BENGAL,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,27,1,24,1,6,0,0,0,57,2,59
TOTAL (STATES),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",9,2,806,62,864,62,429,29,41,0,2149,155,2304
A & N ISLANDS,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,1,0,0,0,0,0,0,0,1,0,1
DAMAN & DIU,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",0,0,1,0,0,0,0,0,0,0,1,0,1
TOTAL (ALL-INDIA),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",9,2,807,62,864,62,429,29,41,0,2150,155,2305
ANDHRA PRADESH,"FOREST ACT, 1927",0,0,47,0,56,0,22,0,0,0,125,0,125
ARUNACHAL PRADESH,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"FOREST ACT, 1927",0,0,10,0,11,0,0,0,0,0,21,0,21
BIHAR,"FOREST ACT, 1927",1,0,38,0,24,0,9,0,0,0,72,0,72
CHHATTISGARH,"FOREST ACT, 1927",0,0,8,0,10,0,5,0,0,0,23,0,23
GOA,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"FOREST ACT, 1927",0,0,3,0,6,0,0,0,0,0,9,0,9
HARYANA,"FOREST ACT, 1927",0,0,2,0,1,0,1,0,0,0,4,0,4
HIMACHAL PRADESH,"FOREST ACT, 1927",4,0,133,2,246,5,222,8,107,9,712,24,736
JAMMU & KASHMIR,"FOREST ACT, 1927",0,0,8,0,4,0,0,0,0,0,12,0,12
JHARKHAND,"FOREST ACT, 1927",0,0,131,7,126,5,28,2,0,0,285,14,299
KARNATAKA,"FOREST ACT, 1927",0,0,43,0,80,0,34,0,0,0,157,0,157
KERALA,"FOREST ACT, 1927",0,0,1,0,6,0,1,0,0,0,8,0,8
MADHYA PRADESH,"FOREST ACT, 1927",0,0,19,0,7,0,7,0,0,0,33,0,33
MAHARASHTRA,"FOREST ACT, 1927",0,0,31,0,29,1,6,0,0,0,66,1,67
MANIPUR,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"FOREST ACT, 1927",0,0,0,0,1,0,0,0,0,0,1,0,1
PUNJAB,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,"FOREST ACT, 1927",0,0,1619,1,1710,0,645,0,62,0,4036,1,4037
SIKKIM,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"FOREST ACT, 1927",0,0,15,0,28,0,10,0,0,0,53,0,53
TRIPURA,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"FOREST ACT, 1927",0,0,1752,0,1521,0,975,0,0,0,4248,0,4248
UTTARAKHAND,"FOREST ACT, 1927",0,0,24,0,46,1,12,0,0,0,82,1,83
WEST BENGAL,"FOREST ACT, 1927",0,0,7,0,4,0,0,0,0,0,11,0,11
TOTAL (STATES),"FOREST ACT, 1927",5,0,3891,10,3916,12,1977,10,169,9,9958,41,9999
A & N ISLANDS,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (ALL-INDIA),"FOREST ACT, 1927",5,0,3891,10,3916,12,1977,10,169,9,9958,41,9999
ANDHRA PRADESH,OTHER SLL CRIMES,10,0,4984,171,4684,163,1089,25,58,8,10825,367,11192
ARUNACHAL PRADESH,OTHER SLL CRIMES,0,0,12,0,13,0,0,0,0,0,25,0,25
ASSAM,OTHER SLL CRIMES,3,0,244,0,266,3,32,0,0,0,545,3,548
BIHAR,OTHER SLL CRIMES,41,4,1334,63,1306,51,546,28,71,3,3298,149,3447
CHHATTISGARH,OTHER SLL CRIMES,212,5,93265,71,93250,70,31420,34,5781,1,223928,181,224109
GOA,OTHER SLL CRIMES,2,0,830,48,521,25,179,10,53,9,1585,92,1677
GUJARAT,OTHER SLL CRIMES,154,40,15061,648,10440,833,3439,238,354,68,29448,1827,31275
HARYANA,OTHER SLL CRIMES,20,0,3101,10,2991,24,1132,6,207,1,7451,41,7492
HIMACHAL PRADESH,OTHER SLL CRIMES,3,0,156,4,108,6,32,5,8,0,307,15,322
JAMMU & KASHMIR,OTHER SLL CRIMES,1,0,120,9,142,9,38,2,5,0,306,20,326
JHARKHAND,OTHER SLL CRIMES,8,1,1172,46,954,49,290,21,19,0,2443,117,2560
KARNATAKA,OTHER SLL CRIMES,1,0,2036,43,2181,67,1062,25,152,7,5432,142,5574
KERALA,OTHER SLL CRIMES,59,0,116824,23,116561,41,56041,31,9832,14,299317,109,299426
MADHYA PRADESH,OTHER SLL CRIMES,16,0,8466,50,9250,13,5723,2,1003,0,24458,65,24523
MAHARASHTRA,OTHER SLL CRIMES,132,5,20317,443,16397,892,6028,307,722,87,43596,1734,45330
MANIPUR,OTHER SLL CRIMES,1,0,513,47,522,78,160,44,27,18,1223,187,1410
MEGHALAYA,OTHER SLL CRIMES,1,0,19,2,16,2,4,0,0,0,40,4,44
MIZORAM,OTHER SLL CRIMES,23,5,151,140,29,28,43,27,1,0,247,200,447
NAGALAND,OTHER SLL CRIMES,0,0,43,3,51,10,1,1,1,0,96,14,110
ODISHA,OTHER SLL CRIMES,1,0,312,40,321,28,174,4,10,0,818,72,890
PUNJAB,OTHER SLL CRIMES,0,0,712,44,796,49,403,8,7,0,1918,101,2019
RAJASTHAN,OTHER SLL CRIMES,42,0,7250,67,6585,82,2794,36,211,2,16882,187,17069
SIKKIM,OTHER SLL CRIMES,10,2,45,6,25,8,5,0,0,0,85,16,101
TAMIL NADU,OTHER SLL CRIMES,1707,141,209696,13737,228795,15859,84689,7637,14277,986,539164,38360,577524
TRIPURA,OTHER SLL CRIMES,0,0,8,0,3,0,0,0,0,0,11,0,11
UTTAR PRADESH,OTHER SLL CRIMES,28,1,859815,209,519393,225,208765,46,3604,0,1591605,481,1592086
UTTARAKHAND,OTHER SLL CRIMES,39,1,50730,44,64844,27,6520,4,58,0,122191,76,122267
WEST BENGAL,OTHER SLL CRIMES,10,0,1884,50,1853,63,523,33,14,0,4284,146,4430
TOTAL (STATES),OTHER SLL CRIMES,2524,205,1399100,16018,1082297,18705,411132,8574,36475,1204,2931528,44706,2976234
A & N ISLANDS,OTHER SLL CRIMES,1,0,29,0,23,0,5,0,0,0,58,0,58
CHANDIGARH,OTHER SLL CRIMES,0,0,24,0,42,1,23,0,0,0,89,1,90
D & N HAVELI,OTHER SLL CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,OTHER SLL CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,OTHER SLL CRIMES,9,0,807,31,703,66,105,9,9,4,1633,110,1743
LAKSHADWEEP,OTHER SLL CRIMES,0,0,0,0,5,0,0,0,0,0,5,0,5
PUDUCHERRY,OTHER SLL CRIMES,1,0,603,0,291,0,65,0,6,0,966,0,966
TOTAL (UTs),OTHER SLL CRIMES,11,0,1463,31,1064,67,198,9,15,4,2751,111,2862
TOTAL (ALL-INDIA),OTHER SLL CRIMES,2535,205,1400563,16049,1083361,18772,411330,8583,36490,1208,2934279,44817,2979096
ANDHRA PRADESH,TOTAL COGNIZABLE SLL CRIMES,40,1,26496,896,29576,937,13062,315,748,33,69922,2182,72104
ARUNACHAL PRADESH,TOTAL COGNIZABLE SLL CRIMES,0,0,59,0,31,0,0,0,0,0,90,0,90
ASSAM,TOTAL COGNIZABLE SLL CRIMES,9,0,792,7,927,12,105,2,1,0,1834,21,1855
BIHAR,TOTAL COGNIZABLE SLL CRIMES,144,30,9401,400,8623,415,3818,289,393,26,22379,1160,23539
CHHATTISGARH,TOTAL COGNIZABLE SLL CRIMES,315,7,110321,263,110658,395,38919,175,6737,12,266950,852,267802
GOA,TOTAL COGNIZABLE SLL CRIMES,2,0,1157,81,944,34,329,13,70,9,2502,137,2639
GUJARAT,TOTAL COGNIZABLE SLL CRIMES,353,147,81353,19158,83270,36774,35218,17601,3188,1208,203382,74888,278270
HARYANA,TOTAL COGNIZABLE SLL CRIMES,165,1,14993,112,15762,92,5648,17,713,1,37281,223,37504
HIMACHAL PRADESH,TOTAL COGNIZABLE SLL CRIMES,17,0,1228,40,1917,121,1120,82,238,17,4520,260,4780
JAMMU & KASHMIR,TOTAL COGNIZABLE SLL CRIMES,1,0,1087,30,1421,40,404,14,11,1,2924,85,3009
JHARKHAND,TOTAL COGNIZABLE SLL CRIMES,17,2,3695,165,2824,211,844,105,43,5,7423,488,7911
KARNATAKA,TOTAL COGNIZABLE SLL CRIMES,15,1,17584,647,19613,811,9045,468,1092,91,47349,2018,49367
KERALA,TOTAL COGNIZABLE SLL CRIMES,73,0,142905,226,153898,653,75825,107,13157,20,385858,1006,386864
MADHYA PRADESH,TOTAL COGNIZABLE SLL CRIMES,238,3,67261,637,51905,943,22551,388,2565,33,144520,2004,146524
MAHARASHTRA,TOTAL COGNIZABLE SLL CRIMES,389,23,66255,2226,70103,5156,29493,2609,4127,515,170367,10529,180896
MANIPUR,TOTAL COGNIZABLE SLL CRIMES,2,0,596,59,598,89,175,46,29,19,1400,213,1613
MEGHALAYA,TOTAL COGNIZABLE SLL CRIMES,7,0,267,12,96,11,24,1,3,0,397,24,421
MIZORAM,TOTAL COGNIZABLE SLL CRIMES,30,8,317,169,150,56,91,34,3,0,591,267,858
NAGALAND,TOTAL COGNIZABLE SLL CRIMES,0,0,218,28,186,22,15,2,5,0,424,52,476
ODISHA,TOTAL COGNIZABLE SLL CRIMES,14,0,7221,360,8439,548,3862,253,295,22,19831,1183,21014
PUNJAB,TOTAL COGNIZABLE SLL CRIMES,14,1,9407,589,10908,722,6469,282,67,3,26865,1597,28462
RAJASTHAN,TOTAL COGNIZABLE SLL CRIMES,109,3,33597,360,26866,346,10182,109,722,16,71476,834,72310
SIKKIM,TOTAL COGNIZABLE SLL CRIMES,10,2,87,9,74,14,20,1,0,0,191,26,217
TAMIL NADU,TOTAL COGNIZABLE SLL CRIMES,1778,144,246575,15982,280477,19753,110450,9918,17095,1253,656375,47050,703425
TRIPURA,TOTAL COGNIZABLE SLL CRIMES,6,2,151,1,117,3,45,0,3,3,322,9,331
UTTAR PRADESH,TOTAL COGNIZABLE SLL CRIMES,66,1,919016,630,555409,570,221484,193,3928,1,1699903,1395,1701298
UTTARAKHAND,TOTAL COGNIZABLE SLL CRIMES,68,1,52348,66,66990,61,6884,15,92,0,126382,143,126525
WEST BENGAL,TOTAL COGNIZABLE SLL CRIMES,51,9,6611,230,6189,279,1754,142,112,2,14717,662,15379
TOTAL (STATES),TOTAL COGNIZABLE SLL CRIMES,3933,386,1820998,43383,1507971,69068,597836,33181,55437,3290,3986175,149308,4135483
A & N ISLANDS,TOTAL COGNIZABLE SLL CRIMES,4,0,744,35,1137,123,553,92,86,27,2524,277,2801
CHANDIGARH,TOTAL COGNIZABLE SLL CRIMES,0,0,771,14,765,11,139,0,28,0,1703,25,1728
D & N HAVELI,TOTAL COGNIZABLE SLL CRIMES,0,0,56,4,62,5,12,0,4,0,134,9,143
DAMAN & DIU,TOTAL COGNIZABLE SLL CRIMES,0,0,29,12,81,1,12,0,3,0,125,13,138
DELHI,TOTAL COGNIZABLE SLL CRIMES,31,0,4350,147,2778,219,596,58,22,5,7777,429,8206
LAKSHADWEEP,TOTAL COGNIZABLE SLL CRIMES,0,0,22,0,21,0,2,0,0,0,45,0,45
PUDUCHERRY,TOTAL COGNIZABLE SLL CRIMES,3,0,938,4,444,3,116,8,15,0,1516,15,1531
TOTAL (UTs),TOTAL COGNIZABLE SLL CRIMES,38,0,6910,216,5288,362,1430,158,158,32,13824,768,14592
TOTAL (ALL-INDIA),TOTAL COGNIZABLE SLL CRIMES,3971,386,1827908,43599,1513259,69430,599266,33339,55595,3322,3999999,150076,4150075
